comp116679_c0_seq1	scaffold59644	89.189	74	8	0	138	211	9994	10067	2.66e-20	93.5
comp116679_c0_seq2	scaffold59644	84.541	207	27	2	1	206	14340	14542	1.52e-52	200
comp116679_c0_seq2	scaffold59644	87.838	74	9	0	138	211	9994	10067	1.24e-18	87.9
comp116983_c0_seq1	scaffold59644	86.550	171	18	4	5	171	73493	73324	1.55e-47	183
comp116983_c0_seq1	scaffold30278	82.166	157	9	12	1	145	54933	54784	1.60e-27	117
comp116983_c0_seq1	scaffold19489	78.488	172	26	9	20	184	64689	64856	4.47e-23	102
comp117026_c0_seq1	scaffold59644	77.957	186	24	8	114	298	21467	21636	2.31e-22	100
comp117173_c0_seq1	scaffold27692	91.294	425	35	2	1	424	40450	40027	3.54e-166	579
comp117173_c0_seq2	scaffold27692	91.740	339	27	1	20	358	40364	40027	1.86e-133	470
comp117176_c0_seq1	scaffold27692	85.271	129	16	2	209	335	52136	52009	3.84e-31	130
comp117176_c0_seq2	scaffold27692	85.926	135	16	2	238	370	52136	52003	2.16e-34	141
comp117480_c0_seq1	scaffold27692	90.526	95	8	1	1	94	77497	77403	8.94e-30	124
comp117641_c0_seq1	scaffold71773	99.286	140	1	0	1	140	17204	17065	1.49e-68	254
comp117641_c0_seq1	scaffold71773	100.000	130	0	0	138	267	15786	15657	1.16e-64	241
comp117641_c1_seq1	scaffold71773	99.462	186	1	0	88	273	13814	13999	4.38e-94	339
comp117641_c1_seq1	scaffold71773	100.000	92	0	0	1	92	13234	13325	1.69e-43	171
comp117679_c1_seq1	scaffold10970	85.350	157	21	2	81	237	65264	65110	8.40e-41	161
comp117679_c1_seq1	scaffold27692	90.909	66	6	0	178	243	53397	53462	4.02e-19	89.8
comp117679_c1_seq2	scaffold27692	90.909	66	6	0	164	229	53397	53462	3.77e-19	89.8
comp117679_c1_seq3	scaffold10970	85.350	157	21	2	86	242	65264	65110	8.59e-41	161
comp117679_c1_seq3	scaffold27692	90.909	66	6	0	183	248	53397	53462	4.11e-19	89.8
comp117685_c0_seq1	scaffold32578	82.963	135	23	0	6	140	39916	40050	1.02e-28	122
comp117685_c0_seq2	scaffold32578	82.963	135	23	0	6	140	39916	40050	1.02e-28	122
comp118153_c0_seq1	scaffold32578	94.545	55	3	0	158	212	87487	87433	8.16e-18	86.1
comp118243_c1_seq1	scaffold10970	89.247	186	19	1	14	199	64106	63922	5.69e-62	231
comp118853_c0_seq1	scaffold27692	81.347	193	24	9	1	184	39284	39473	2.85e-36	147
comp118990_c1_seq1	scaffold10970	84.921	126	14	4	361	483	37452	37575	8.53e-29	122
comp119030_c0_seq1	scaffold27692	89.189	74	6	2	57	129	26657	26729	1.41e-19	91.6
comp119123_c0_seq1	scaffold19489	92.683	41	3	0	144	184	42616	42656	4.76e-10	60.2
comp119268_c0_seq1	scaffold18558	89.091	110	12	0	117	226	15703	15812	1.40e-33	137
comp119306_c1_seq1	scaffold15463	96.721	61	2	0	183	243	61899	61959	5.16e-23	102
comp119575_c0_seq1	scaffold9504	87.179	117	15	0	193	309	19784	19668	2.37e-32	134
comp119662_c0_seq1	scaffold26337	100.000	28	0	0	1	28	123470	123497	1.85e-07	52.8
comp119691_c1_seq1	scaffold20302	83.146	178	23	7	1	176	5784	5956	3.35e-39	156
comp119707_c0_seq1	scaffold26337	92.233	412	17	2	1	411	107345	106948	2.06e-163	569
comp119764_c1_seq1	scaffold27692	84.868	152	22	1	22	172	80472	80623	5.26e-38	152
comp119764_c1_seq2	scaffold27692	86.765	136	16	2	22	156	80472	80606	2.08e-37	150
comp120106_c0_seq1	scaffold15463	83.636	110	16	2	1	110	79312	79205	8.17e-23	102
comp120126_c0_seq1	scaffold34940	81.022	137	13	5	84	220	38077	37954	2.15e-21	97.1
comp120304_c0_seq1	scaffold10970	83.691	233	15	12	1	216	56502	56276	5.63e-52	198
comp120648_c0_seq1	scaffold15463	96.774	31	1	0	54	84	59735	59705	5.01e-08	52.8
comp120663_c0_seq1	scaffold15463	95.025	201	10	0	16	216	65536	65736	1.49e-87	316
comp121105_c0_seq1	scaffold71773	85.938	64	5	4	129	190	90896	90957	1.83e-11	65.8
comp121105_c0_seq2	scaffold71773	85.938	64	5	4	129	190	90896	90957	8.17e-12	65.8
comp121133_c1_seq2	scaffold9504	100.000	28	0	0	131	158	84936	84909	9.55e-08	52.8
comp121133_c1_seq3	scaffold9504	100.000	28	0	0	131	158	84936	84909	9.96e-08	52.8
comp121133_c1_seq5	scaffold9504	100.000	28	0	0	131	158	84936	84909	1.02e-07	52.8
comp121133_c1_seq7	scaffold9504	100.000	29	0	0	131	159	84936	84908	2.73e-08	54.7
comp121828_c0_seq1	scaffold18558	95.652	69	2	1	1	68	25753	25685	2.57e-25	110
comp121891_c0_seq2	scaffold71773	83.158	95	11	3	667	761	36759	36670	2.23e-16	82.4
comp121891_c0_seq4	scaffold71773	83.158	95	11	3	195	289	36759	36670	8.11e-17	82.4
comp122066_c1_seq1	scaffold71773	86.486	74	8	2	1	72	35724	35797	1.14e-15	80.5
comp122066_c1_seq2	scaffold71773	86.486	74	8	2	1	72	35724	35797	1.15e-15	80.5
comp122281_c0_seq1	scaffold26337	83.333	144	20	3	666	808	34933	35073	8.36e-31	130
comp122326_c0_seq1	scaffold45727	84.158	101	10	3	1	96	21665	21566	6.27e-20	93.5
comp122463_c0_seq1	scaffold20302	81.395	129	20	3	164	291	20650	20775	6.27e-23	102
comp122479_c0_seq1	scaffold4463	93.103	58	4	0	1	58	1949	1892	5.57e-18	86.1
comp122480_c1_seq1	scaffold4463	91.139	79	3	3	1	79	5975	5901	1.18e-23	104
comp122512_c0_seq1	scaffold4463	84.028	144	22	1	288	431	3160	3302	2.60e-33	137
comp122564_c0_seq1	scaffold10970	100.000	34	0	0	176	209	32569	32602	2.06e-11	63.9
comp122612_c0_seq2	scaffold9504	93.443	61	4	0	395	455	90110	90050	3.89e-19	91.6
comp122906_c0_seq1	scaffold4463	87.179	78	7	1	7	81	46875	46798	1.61e-17	86.1
comp122945_c0_seq1	scaffold31723	89.423	520	38	5	1	510	44743	44231	0.0	640
comp122945_c0_seq2	scaffold31723	89.588	461	31	5	181	631	44684	44231	3.22e-163	569
comp122974_c0_seq1	scaffold4463	100.000	40	0	0	1	40	26255	26294	9.54e-15	75.0
comp122990_c0_seq2	scaffold20302	100.000	33	0	0	389	421	34084	34052	1.58e-10	62.1
comp123003_c0_seq2	scaffold15463	85.047	321	37	4	1	316	78085	77771	4.96e-87	316
comp123072_c0_seq1	scaffold26960	100.000	28	0	0	12	39	58062	58089	6.60e-08	52.8
comp123072_c0_seq2	scaffold26960	100.000	28	0	0	12	39	58062	58089	5.96e-08	52.8
comp123179_c0_seq1	scaffold3071	78.676	136	21	7	364	495	9691	9822	4.07e-17	84.2
comp123179_c0_seq1	scaffold34940	85.915	71	9	1	372	442	11128	11197	2.45e-14	75.0
comp123182_c0_seq1	scaffold71773	92.105	38	2	1	721	757	56638	56601	1.74e-07	52.8
comp123266_c0_seq1	scaffold19489	100.000	32	0	0	488	519	77534	77565	7.09e-10	60.2
comp123577_c0_seq1	scaffold27692	87.261	157	12	8	32	181	2870	3025	1.30e-43	172
comp123651_c0_seq1	scaffold9504	84.234	222	13	6	1	200	60449	60670	2.15e-51	196
comp123877_c0_seq1	scaffold19489	82.944	428	40	15	1	425	21722	22119	6.87e-99	355
comp124043_c1_seq1	scaffold18558	93.182	132	5	1	111	242	3721	3594	1.07e-49	191
comp124406_c0_seq1	scaffold71773	86.603	209	27	1	1	209	42416	42209	2.04e-61	230
comp124406_c0_seq1	scaffold32578	92.800	125	9	0	1	125	77014	77138	5.78e-47	182
comp124406_c0_seq1	scaffold59644	81.106	217	26	5	1	208	10439	10649	2.71e-40	159
comp124542_c0_seq3	scaffold71773	85.520	221	13	11	34	236	70046	69827	2.23e-56	213
comp124604_c2_seq1	scaffold20302	96.078	51	2	0	1	51	1000	950	1.90e-17	84.2
comp124703_c0_seq1	scaffold15463	87.179	273	34	1	1	272	53000	53272	3.24e-85	309
comp124703_c0_seq4	scaffold15463	86.920	237	13	5	340	568	52779	53005	4.27e-67	250
comp124703_c0_seq5	scaffold15463	87.938	257	30	1	23	278	53016	53272	5.55e-83	302
comp124865_c0_seq1	scaffold20302	85.648	216	20	7	1	206	6039	5825	1.47e-57	217
comp124865_c0_seq2	scaffold20302	85.567	194	17	7	80	263	6017	5825	3.25e-50	193
comp124995_c1_seq1	scaffold5354	91.803	61	5	0	3	63	74109	74169	9.21e-18	86.1
comp125032_c0_seq1	scaffold4463	88.177	203	22	1	10	212	20604	20404	9.08e-65	241
comp125421_c0_seq1	scaffold32578	89.965	289	20	3	1	287	43527	43808	7.81e-102	364
comp125431_c0_seq1	scaffold71773	87.097	93	12	0	141	233	21357	21449	1.86e-23	106
comp125508_c0_seq1	scaffold5354	77.914	163	33	3	888	1048	43667	43828	5.79e-21	99.0
comp125509_c0_seq1	scaffold15463	88.235	68	6	2	243	309	9643	9577	3.32e-16	80.5
comp125509_c0_seq3	scaffold11875	89.773	88	8	1	387	473	23999	24086	1.79e-25	111
comp125568_c0_seq1	scaffold32578	100.000	33	0	0	102	134	16968	16936	3.03e-10	62.1
comp125727_c0_seq1	scaffold59644	85.185	81	12	0	1	81	21547	21467	3.17e-17	84.2
comp125867_c0_seq1	scaffold34940	93.243	148	10	0	175	322	5152	5299	6.65e-58	219
comp125928_c1_seq1	scaffold45727	78.102	137	22	4	5	134	96704	96569	6.95e-16	80.5
comp126250_c1_seq3	scaffold71773	76.488	336	39	21	2	332	41725	42025	3.51e-36	147
comp126282_c1_seq1	scaffold10970	89.961	259	12	7	1	257	12248	12494	4.06e-89	322
comp126282_c1_seq2	scaffold10970	91.556	225	16	3	1	223	11999	12222	9.42e-85	307
comp126419_c0_seq1	scaffold18558	94.444	36	2	0	1513	1548	33273	33238	2.79e-08	56.5
comp126508_c1_seq1	scaffold11875	97.436	39	1	0	238	276	37390	37428	3.23e-12	67.6
comp126555_c0_seq1	scaffold34940	85.897	78	11	0	265	342	11105	11182	2.72e-17	84.2
comp126555_c0_seq1	scaffold9504	85.246	61	9	0	272	332	84323	84263	3.54e-11	63.9
comp126555_c0_seq2	scaffold34940	85.897	78	11	0	272	349	11105	11182	2.78e-17	84.2
comp126555_c0_seq2	scaffold9504	85.246	61	9	0	279	339	84323	84263	3.62e-11	63.9
comp126832_c1_seq1	scaffold11875	89.024	82	8	1	75	155	35117	35036	2.60e-22	100
comp126832_c1_seq2	scaffold11875	88.889	90	8	2	79	166	35125	35036	4.47e-25	110
comp126889_c2_seq1	scaffold15463	88.800	125	6	3	794	910	34256	34380	1.54e-35	147
comp126889_c2_seq1	scaffold15463	93.878	49	3	0	1103	1151	34403	34451	7.37e-14	75.0
comp126889_c2_seq5	scaffold15463	88.800	125	6	3	800	916	34256	34380	1.55e-35	147
comp126889_c2_seq5	scaffold15463	93.878	49	3	0	1109	1157	34403	34451	7.40e-14	75.0
comp126949_c0_seq1	scaffold11875	89.744	195	19	1	10	203	67092	67286	5.17e-67	248
comp126949_c0_seq2	scaffold11875	83.175	315	40	9	12	316	67092	67403	3.82e-75	276
comp127105_c0_seq1	scaffold34940	83.333	78	9	3	604	678	9371	9447	1.62e-12	69.4
comp127297_c0_seq2	scaffold32578	95.000	40	2	0	1	40	35386	35425	5.76e-11	63.9
comp127297_c0_seq3	scaffold32578	89.706	68	5	1	1	68	35386	35451	1.28e-17	86.1
comp127309_c0_seq1	scaffold26337	97.222	36	1	0	1	36	114198	114233	2.06e-10	62.1
comp127378_c0_seq1	scaffold15463	84.562	434	60	3	1	433	16421	15994	1.79e-119	424
comp127378_c0_seq2	scaffold15463	85.222	203	30	0	4	206	16196	15994	2.47e-55	209
comp127378_c0_seq3	scaffold15463	83.411	428	59	7	1	416	16421	15994	2.25e-108	387
comp127383_c1_seq1	scaffold19489	86.520	319	39	4	1	318	79032	78717	1.48e-96	348
comp127561_c0_seq1	scaffold15463	78.689	122	22	3	214	333	80389	80508	1.22e-15	78.7
comp127598_c0_seq1	scaffold26960	88.571	70	6	1	586	653	93662	93593	5.30e-17	84.2
comp127639_c2_seq1	scaffold15463	83.197	244	40	1	33	276	27148	27390	5.06e-59	222
comp127667_c0_seq1	scaffold15463	88.667	150	12	2	1	145	82112	82261	1.08e-45	178
comp127746_c0_seq1	scaffold71773	92.157	51	2	2	125	175	57263	57311	2.26e-13	71.3
comp127885_c0_seq1	scaffold5354	85.897	78	9	2	458	533	22934	23011	1.56e-16	82.4
comp128022_c0_seq1	scaffold10970	86.486	370	24	8	1	356	92617	92260	2.50e-107	383
comp128022_c0_seq3	scaffold10970	86.122	245	24	5	94	333	92499	92260	5.29e-69	255
comp128236_c2_seq1	scaffold34940	82.407	108	17	2	184	290	69992	69886	4.11e-20	93.5
comp128340_c0_seq1	scaffold4463	82.292	96	12	5	514	606	24545	24638	3.29e-15	78.7
comp128482_c0_seq1	scaffold71773	99.204	628	5	0	1	628	45751	45124	0.0	1133
comp128736_c0_seq1	scaffold32578	90.000	100	8	2	2260	2358	84996	85094	8.94e-30	128
comp128736_c0_seq1	scaffold71773	86.486	74	10	0	2290	2363	479	552	7.06e-16	82.4
comp128836_c0_seq1	scaffold3071	86.713	143	16	3	1	143	33295	33434	5.06e-39	156
comp128836_c0_seq1	scaffold3071	88.496	113	10	2	157	266	33524	33636	2.37e-32	134
comp128838_c0_seq1	scaffold11875	85.200	250	37	0	222	471	67418	67169	2.10e-69	257
comp128838_c0_seq2	scaffold11875	85.200	250	37	0	519	768	67418	67169	3.49e-69	257
comp128844_c0_seq1	scaffold59644	92.982	57	4	0	36	92	33734	33678	3.61e-17	84.2
comp128844_c0_seq2	scaffold59644	91.228	57	5	0	41	97	33734	33678	1.70e-15	78.7
comp128864_c1_seq1	scaffold59644	87.719	57	7	0	50	106	20905	20961	7.30e-12	67.6
comp128883_c0_seq1	scaffold20302	85.556	90	12	1	477	565	58581	58492	7.58e-20	93.5
comp128929_c0_seq1	scaffold30278	95.161	62	3	0	196	257	45824	45885	7.10e-22	99.0
comp128929_c0_seq2	scaffold30278	95.161	62	3	0	207	268	45824	45885	7.43e-22	99.0
comp129167_c0_seq1	scaffold59644	78.155	206	32	10	606	806	65524	65721	4.74e-27	119
comp129167_c0_seq1	scaffold9504	74.089	247	55	7	611	852	57402	57644	2.87e-19	93.5
comp129333_c0_seq1	scaffold18558	79.508	122	18	5	319	435	33081	33200	4.49e-16	80.5
comp129374_c0_seq1	scaffold19489	84.259	108	17	0	161	268	828	935	4.81e-24	106
comp129374_c0_seq2	scaffold19489	84.259	108	17	0	272	379	828	935	6.80e-24	106
comp129374_c0_seq3	scaffold19489	84.259	108	17	0	272	379	828	935	6.80e-24	106
comp129378_c0_seq1	scaffold19489	89.691	97	10	0	234	330	23955	23859	1.53e-29	124
comp129478_c0_seq1	scaffold26337	88.889	72	8	0	814	885	7717	7646	1.56e-18	89.8
comp129478_c0_seq2	scaffold26337	88.889	72	8	0	799	870	7717	7646	1.53e-18	89.8
comp129603_c0_seq1	scaffold31723	89.905	634	44	9	1	631	44795	45411	0.0	798
comp129603_c0_seq2	scaffold31723	91.388	209	15	2	1	207	44795	45002	2.66e-77	283
comp129604_c0_seq2	scaffold19489	82.772	267	31	7	36	299	49924	49670	3.96e-59	224
comp129668_c0_seq1	scaffold31723	85.360	403	27	13	1	387	40763	41149	7.81e-109	388
comp129668_c0_seq2	scaffold31723	79.310	406	33	23	1	374	40763	41149	2.91e-63	237
comp129711_c0_seq1	scaffold31723	97.368	38	0	1	57	94	36773	36737	5.37e-11	63.9
comp129727_c0_seq1	scaffold9504	83.007	153	14	8	26	167	69408	69257	7.91e-31	128
comp129762_c0_seq1	scaffold11875	94.203	69	4	0	1	69	8190	8258	1.19e-23	106
comp129762_c0_seq2	scaffold11875	94.203	69	4	0	1	69	8190	8258	1.43e-23	106
comp130116_c1_seq1	scaffold4463	84.583	240	18	12	34	273	5890	6110	1.55e-58	220
comp130116_c1_seq1	scaffold4463	80.711	197	34	2	78	273	6185	6378	2.06e-37	150
comp130116_c1_seq1	scaffold4463	81.373	102	12	3	83	179	6085	6184	3.55e-15	76.8
comp130116_c1_seq1	scaffold71773	83.186	113	9	1	161	273	6853	6751	9.80e-21	95.3
comp130116_c1_seq2	scaffold4463	84.914	232	18	10	2716	2947	5896	6110	6.44e-57	219
comp130116_c1_seq2	scaffold4463	80.711	197	34	2	2752	2947	6185	6378	2.38e-36	150
comp130116_c1_seq2	scaffold4463	81.373	102	12	3	2757	2853	6085	6184	4.10e-14	76.8
comp130116_c1_seq2	scaffold71773	83.186	113	9	1	2835	2947	6853	6751	1.13e-19	95.3
comp130196_c0_seq1	scaffold15463	97.368	38	1	0	206	243	76796	76759	6.77e-12	65.8
comp130196_c0_seq2	scaffold15463	97.368	38	1	0	219	256	76796	76759	7.17e-12	65.8
comp130249_c0_seq1	scaffold59644	96.491	171	3	1	1	171	168	1	4.98e-76	279
comp130249_c0_seq2	scaffold59644	94.545	110	3	1	22	131	107	1	3.72e-42	167
comp130267_c1_seq1	scaffold15463	91.905	210	15	2	1	209	89328	89120	2.42e-80	292
comp130267_c1_seq3	scaffold15463	85.000	260	26	7	1	253	89501	89248	6.97e-68	252
comp130292_c0_seq1	scaffold4463	93.103	261	14	2	239	498	65502	65759	4.99e-106	379
comp130292_c0_seq1	scaffold4463	100.000	31	0	0	79	109	65313	65343	2.66e-09	58.4
comp130292_c0_seq2	scaffold4463	93.103	261	14	2	174	433	65502	65759	4.37e-106	379
comp130296_c1_seq2	scaffold9504	91.083	157	12	2	92	247	60668	60823	1.46e-55	211
comp130296_c1_seq2	scaffold9504	92.308	91	7	0	323	413	61090	61180	4.21e-31	130
comp130336_c0_seq2	scaffold71773	82.474	97	16	1	79	175	51532	51627	1.58e-17	84.2
comp130336_c0_seq6	scaffold71773	82.796	93	16	0	79	171	51532	51624	2.53e-17	84.2
comp130336_c0_seq6	scaffold71773	74.648	213	40	11	112	319	33898	34101	9.11e-17	82.4
comp130336_c0_seq7	scaffold71773	82.796	93	16	0	79	171	51532	51624	1.96e-17	84.2
comp130336_c0_seq7	scaffold71773	87.097	62	8	0	112	173	33898	33959	1.53e-13	71.3
comp130345_c0_seq1	scaffold26337	79.710	207	29	6	1	194	13797	13591	1.17e-33	137
comp130367_c1_seq1	scaffold34940	77.844	167	34	3	250	416	8485	8648	3.49e-22	100
comp130413_c0_seq1	scaffold26960	100.000	29	0	0	537	565	40503	40475	3.71e-08	54.7
comp130499_c0_seq1	scaffold11875	100.000	29	0	0	202	230	65562	65534	1.38e-08	54.7
comp130602_c1_seq1	scaffold4463	99.844	4497	6	1	20	4516	30153	34648	0.0	8264
comp130602_c1_seq1	scaffold4463	88.136	118	12	2	882	999	26428	26543	7.94e-33	139
comp130723_c0_seq1	scaffold10970	89.362	188	19	1	1	187	90333	90146	3.96e-63	235
comp130723_c0_seq2	scaffold10970	88.077	260	30	1	341	599	90405	90146	2.71e-84	307
comp130723_c0_seq2	scaffold10970	80.085	236	33	8	59	284	91344	91113	6.20e-41	163
comp130723_c0_seq2	scaffold19489	80.976	205	25	8	60	262	1473	1665	4.83e-37	150
comp130723_c0_seq3	scaffold10970	90.037	271	25	2	341	610	90405	90136	5.08e-97	350
comp130723_c0_seq3	scaffold10970	80.085	236	33	8	59	284	91344	91113	7.10e-41	163
comp130723_c0_seq3	scaffold19489	80.976	205	25	8	60	262	1473	1665	5.53e-37	150
comp130724_c0_seq2	scaffold32578	77.953	127	21	5	126	250	50321	50200	4.23e-14	73.1
comp130769_c0_seq1	scaffold71773	89.286	56	4	2	359	413	14171	14225	1.02e-12	69.4
comp130769_c0_seq2	scaffold71773	89.286	56	4	2	396	450	14171	14225	1.10e-12	69.4
comp130808_c0_seq1	scaffold15463	93.407	91	5	1	1944	2034	80116	80027	1.65e-31	134
comp130938_c3_seq1	scaffold18558	80.435	322	33	10	185	499	2797	2499	1.06e-57	219
comp130938_c3_seq2	scaffold18558	85.965	114	9	1	612	725	2398	2504	2.49e-26	115
comp130938_c3_seq5	scaffold18558	85.965	114	9	1	1085	1198	2398	2504	3.89e-26	115
comp130938_c3_seq7	scaffold18558	85.965	114	9	1	145	258	2398	2504	1.06e-26	115
comp130995_c0_seq1	scaffold32578	87.591	137	15	1	1168	1302	48951	48815	6.24e-39	158
comp130995_c0_seq1	scaffold32578	82.759	87	10	4	1166	1252	17466	17547	2.32e-13	73.1
comp131079_c0_seq2	scaffold45727	93.333	45	3	0	1	45	69139	69095	1.82e-12	67.6
comp131079_c0_seq4	scaffold45727	93.333	45	3	0	1	45	69139	69095	1.82e-12	67.6
comp131079_c0_seq5	scaffold45727	96.154	104	4	0	1	104	69198	69095	1.18e-43	171
comp131206_c1_seq1	scaffold19489	100.000	30	0	0	113	142	63332	63361	8.06e-09	56.5
comp131249_c5_seq1	scaffold19489	100.000	28	0	0	226	253	86706	86679	5.51e-08	52.8
comp131388_c0_seq1	scaffold18558	89.202	213	23	0	1	213	15989	15777	1.52e-72	267
comp131388_c0_seq2	scaffold18558	89.286	448	44	3	135	582	16450	16007	6.42e-160	558
comp131416_c1_seq1	scaffold32578	93.617	47	3	0	1	47	40845	40799	1.39e-13	71.3
comp131480_c1_seq2	scaffold32578	87.089	395	36	8	58	444	5254	4867	3.16e-122	433
comp131480_c1_seq4	scaffold32578	88.525	366	35	4	4	368	5227	4868	1.94e-123	436
comp131480_c1_seq6	scaffold32578	88.571	105	8	3	1	105	5234	5134	1.23e-29	124
comp131480_c1_seq7	scaffold32578	89.846	325	28	4	2	324	5189	4868	2.86e-116	412
comp131696_c1_seq1	scaffold34940	85.882	85	5	5	77	161	45917	45994	3.39e-17	84.2
